Node_ID	Description	Host	Colour (Host)
OP961726	Mycobacterium phage BIB7	Mycobacterium	#D4440F
OP961725	Mycobacterium phage BIB8	Mycobacterium	#D4440F
OP961724	Mycobacterium phage BIB9	Mycobacterium	#D4440F
OP961723	Mycobacterium phage BIB10	Mycobacterium	#D4440F
OQ025230	Staphylococcus phage SAP6	Staphylococcus	#C3B1D8
OQ025229	Staphylococcus phage StAP1	Staphylococcus	#C3B1D8
OP718284	Aeromonas phage vB_AceP_PAc	Aeromonas	#2BC9AA
OP921041	Phage ST231	Unspecified	#D3D3D3
OM747534	Halorubrum pleomorphic virus 13	Halorubrum	#26500C
MZ818790	Vibrio phage OPA17	Vibrio	#090662
OM835954	Klebsiella phage KP12	Klebsiella	#B2CA1A
OM835953	Klebsiella phage KP12	Klebsiella	#B2CA1A
OM835952	Klebsiella phage KP12	Klebsiella	#B2CA1A
OM835951	Klebsiella phage KP12	Klebsiella	#B2CA1A
MK863032	Pseudomonas phage Zuri	Pseudomonas	#71EB7E
OM362897	Escherichia phage SKA64	Escherichia	#9DB81D
OL741059	Escherichia phage SKA49	Escherichia	#9DB81D
LC744193	Stx1a-converting phage Stx1a_NIID111609	Unspecified	#D3D3D3
LC744192	Stx1a-converting phage Stx1a_2598	Unspecified	#D3D3D3
LC744191	Stx1a-converting phage Stx1a_2054	Unspecified	#D3D3D3
LC744190	Stx1a-converting phage Stx1a_2342	Unspecified	#D3D3D3
LC744189	Stx1a-converting phage Stx1a_EH182	Unspecified	#D3D3D3
LC744188	Stx1a-converting phage Stx1a_NIID132265	Unspecified	#D3D3D3
LC744187	Stx1a-converting phage Stx1a_10314	Unspecified	#D3D3D3
LC744186	Stx1a-converting phage Stx1a_10012	Unspecified	#D3D3D3
LC744185	Stx1a-converting phage Stx1a_PV728	Unspecified	#D3D3D3
LC744184	Stx1a-converting phage Stx1a_PV02105	Unspecified	#D3D3D3
LC744183	Stx1a-converting phage Stx1a_99E13	Unspecified	#D3D3D3
LC744182	Stx1a-converting phage Stx1a_1602	Unspecified	#D3D3D3
LC744181	Stx1a-converting phage Stx1a_NIID112183	Unspecified	#D3D3D3
LC744180	Stx1a-converting phage Stx1a_EH2115	Unspecified	#D3D3D3
LC744179	Stx1a-converting phage Stx1a_11KH263	Unspecified	#D3D3D3
LC744178	Stx1a-converting phage Stx1a_10051	Unspecified	#D3D3D3
MT711887	Pseudomonas phage Stalingrad	Pseudomonas	#71EB7E
OP918262	Vibrio phage LV6	Vibrio	#090662
MT711888	Pseudomonas phage Dolphis	Pseudomonas	#71EB7E
MT663720	Pseudomonas phage DDSR119	Pseudomonas	#71EB7E
KX009778	Escherichia phage UFV-AREG1	Escherichia	#9DB81D
OP745622	Salmonella phage SB2	Salmonella	#9348B1
OP745621	Salmonella phage INT59	Salmonella	#9348B1
OP745620	Salmonella phage INT55	Salmonella	#9348B1
OP745619	Salmonella phage F12013	Salmonella	#9348B1
OP745618	Salmonella phage F1055	Salmonella	#9348B1
OP745617	Escherichia phage F13	Escherichia	#9DB81D
OP745616	Escherichia phage E20	Escherichia	#9DB81D
OP917825	Shigella phage CT02	Shigella	#6ACD74
OP121182	Vibrio phage vB_Va_Val-yong3	Vibrio	#090662
OP852425	Klebsiella phage BUCT631	Klebsiella	#B2CA1A
OP850600	Cronobacter phage EspYZU14	Cronobacter	#C66762
OP828573	Salmonella phage 3384-D8	Salmonella	#9348B1
OP764672	Klebsiella phage VB_KpP_HS106	Klebsiella	#B2CA1A
OP829055	Erwinia phage Fifi067	Erwinia	#61DC12
OP764599	Erwinia phage pEa_SNUABM_57	Erwinia	#61DC12
OP686972	Campylobacter phage PC11	Campylobacter	#E85895
OP727261	Acinetobacter phage MRABP9	Acinetobacter	#B3DDB9
OP751378	Alteromonas phage vB_AmeP_PT11-V19	Alteromonas	#C01F17
OP729297	Erwinia phage vB_Ea_2910A	Erwinia	#61DC12
OP611477	Escherichia virus CAM-21	Escherichia	#9DB81D
OP777409	Mycobacterium phage Bassalto	Mycobacterium	#D4440F
OP709960	Pseudomonas phage zjk6	Pseudomonas	#71EB7E
OP866730	Cronobacter phage EspYZU15	Cronobacter	#C66762
ON117153	Liquorilactobacillus phage UCMA21115	Liquorilactobacillus	#CF03B3
OV696622	Brevibacterium phage Rousseau	Brevibacterium	#A4199F
OV696621	Leuconostoc phage Diderot	Leuconostoc	#51C9FB
OV696620	Psychrobacter phage D'Alembert	Psychrobacter	#765034
OV696619	Glutamicibacter phage Montesquieu	Glutamicibacter	#6C2601
OV696617	Glutamicibacter phage Voltaire	Glutamicibacter	#6C2601
OV696614	Escherichia phage Cyrano	Escherichia	#9DB81D
OV696612	Escherichia phage Perceval	Escherichia	#9DB81D
OV696611	Escherichia phage Cartapus	Escherichia	#9DB81D
OV696610	Escherichia phage Tritos	Escherichia	#9DB81D
OV696608	Escherichia phage Gally	Escherichia	#9DB81D
OP745480	Vibrio phage vB_VhaP_PG11	Vibrio	#090662
OP557970	Escherichia phage ph0021	Escherichia	#9DB81D
OP557969	Escherichia phage ph0011	Escherichia	#9DB81D
OL770278	Escherichia phage vB_EcoD_Opt212	Escherichia	#9DB81D
OK499993	Escherichia phage vB_EcoD_Teewinot	Escherichia	#9DB81D
OK499985	Escherichia phage vB_EcoD_Over9000	Escherichia	#9DB81D
OL615010	Shigella phage vB_SboD_StarDew	Shigella	#6ACD74
OP628076	Lysinibacillus phage vB_LfM_LysYB2	Lysinibacillus	#533870
OP628075	Lysinibacillus phage vB_LfM_LysYB1	Lysinibacillus	#533870
OP628074	Vibrio phage vB_VpI_FR1	Vibrio	#090662
OP820473	Mycobacterium phage Tooj	Mycobacterium	#D4440F
OP820472	Gordonia phage Ecliptus	Gordonia	#5B1787
OP820469	Gordonia phage Phepper	Gordonia	#5B1787
OP820466	Mycobacterium phage Gravaillia	Mycobacterium	#D4440F
OP820465	Arthrobacter phage Jumboset	Arthrobacter	#025C10
OP820464	Mycobacterium phage Melc17	Mycobacterium	#D4440F
OP820462	Streptomyces phage TagePhighter	Streptomyces	#C27069
OP910131	Arthrobacter phage Sloopyjoe	Arthrobacter	#025C10
OP751153	Gordonia phage LittleMunchkin	Gordonia	#5B1787
OP751151	Arthrobacter phage Chridison	Arthrobacter	#025C10
OP751150	Mycobacterium phage Monet	Mycobacterium	#D4440F
OP751149	Mycobacterium phage Tote	Mycobacterium	#D4440F
OP751147	Streptomyces phage Andris	Streptomyces	#C27069
OP734280	Klebsiella phage JY1	Klebsiella	#B2CA1A
OP867024	Gordonia phage Hanem	Gordonia	#5B1787
OP867022	Gordonia phage Kabocha	Gordonia	#5B1787
OP867020	Gordonia phage Dalilpop	Gordonia	#5B1787
OP867018	Mycobacterium phage Dewey	Mycobacterium	#D4440F
OP389270	Salmonella phage MET_P1_001_43	Salmonella	#9348B1
